state,district,year,month,bio_5_17,bio_17_plus
Uttar Pradesh,Azamgarh,2025,4,12,13
Tamil Nadu,Erode,2025,4,27,56
Tamil Nadu,Tirupattur,2025,4,111,75
West Bengal,Puruliya,2025,4,14,29
Assam,Barpeta,2025,4,1094,151
Gujarat,Bharuch,2025,4,25,39
Uttar Pradesh,Bulandshahr,2025,4,10,16
Tamil Nadu,Ramanathapuram,2025,4,73,175
Rajasthan,Bharatpur,2025,4,288,360
Madhya Pradesh,Seoni,2025,4,739,358
Maharashtra,Osmanabad,2025,4,403,1092
Maharashtra,Nagpur,2025,4,350,694
Haryana,Ambala,2025,4,106,102
Maharashtra,Ahmadnagar,2025,4,54,126
Karnataka,Uttara Kannada,2025,4,17,14
Karnataka,Mandya,2025,4,38,40
Uttar Pradesh,Chandauli,2025,4,266,85
Uttar Pradesh,Amroha,2025,4,302,67
Andhra Pradesh,Cuddapah,2025,4,287,67
Andhra Pradesh,Hyderabad,2025,4,18,46
Haryana,Rewari,2025,4,94,132
Andhra Pradesh,Ananthapur,2025,4,221,19
Andhra Pradesh,Cuddapah,2025,4,211,46
Maharashtra,Thane,2025,4,30,92
Manipur,Senapati,2025,4,65,110
Himachal Pradesh,Kullu,2025,4,71,43
Jharkhand,East Singhbhum,2025,4,378,430
Mizoram,Champhai,2025,4,200,56
Maharashtra,Raigarh,2025,4,43,78
Karnataka,Dakshina Kannada,2025,4,18,32
Rajasthan,Ajmer,2025,4,39,131
Odisha,Anugul,2025,4,13,35
Bihar,Nalanda,2025,4,151,175
Tamil Nadu,Cuddalore,2025,4,137,108
Karnataka,Bellary,2025,4,43,46
Karnataka,Tumkur,2025,4,16,45
Tamil Nadu,Sivaganga,2025,4,75,128
Odisha,Jajpur,2025,4,25,67
Tamil Nadu,Ramanathapuram,2025,4,11,24
Tamil Nadu,Tiruvallur,2025,4,76,97
Karnataka,Vijayapura,2025,4,286,99
Kerala,Palakkad,2025,4,108,132
Uttar Pradesh,Unnao,2025,4,2651,1426
Rajasthan,Jalor,2025,4,140,266
Kerala,Kannur,2025,4,124,117
Gujarat,Bhavnagar,2025,4,255,375
Uttar Pradesh,Kheri,2025,4,886,213
Maharashtra,Thane,2025,4,56,91
Karnataka,Kolar,2025,4,88,83
Odisha,Bargarh,2025,4,144,250
Haryana,Jind,2025,4,385,709
Uttar Pradesh,Unnao,2025,4,524,232
Madhya Pradesh,Bhind,2025,4,102,50
Odisha,Cuttack,2025,4,217,323
Kerala,Alappuzha,2025,4,34,35
Uttar Pradesh,Balrampur,2025,4,408,229
Andhra Pradesh,Vizianagaram,2025,4,212,62
West Bengal,Hooghly,2025,4,31,57
Haryana,Jhajjar,2025,4,56,146
Karnataka,Bijapur,2025,4,29,54
Himachal Pradesh,Shimla,2025,4,42,63
Maharashtra,Thane,2025,4,45,257
Maharashtra,Nanded,2025,4,27,57
Rajasthan,Pali,2025,4,82,206
Karnataka,Hassan,2025,4,24,10
Karnataka,Belgaum,2025,4,14,28
Nagaland,Mokokchung,2025,4,35,214
Bihar,Nalanda,2025,4,41,37
Assam,Marigaon,2025,4,196,26
Ladakh,Kargil,2025,4,37,47
Gujarat,Bharuch,2025,4,12,12
Jharkhand,Pakur,2025,4,347,473
Tamil Nadu,Madurai,2025,4,714,829
Uttar Pradesh,Ghazipur,2025,4,1177,330
Uttar Pradesh,Deoria,2025,4,201,134
Rajasthan,Pratapgarh,2025,4,656,893
Haryana,Fatehabad,2025,4,861,834
Uttar Pradesh,Pratapgarh,2025,4,534,276
Uttar Pradesh,Kasganj,2025,4,355,181
Gujarat,Vadodara,2025,4,114,286
Uttar Pradesh,Lucknow,2025,4,419,187
Uttarakhand,Rudraprayag,2025,4,81,146
Odisha,Boudh,2025,4,258,349
Uttarakhand,Dehradun,2025,4,110,145
Madhya Pradesh,Harda,2025,4,722,461
Uttar Pradesh,Siddharthnagar,2025,4,621,271
Rajasthan,Ajmer,2025,4,68,152
Jammu And Kashmir,Kupwara,2025,4,667,836
Rajasthan,Udaipur,2025,4,105,197
Tamil Nadu,Villupuram,2025,4,74,29
Andhra Pradesh,Vizianagaram,2025,4,669,108
Andhra Pradesh,Ananthapur,2025,4,368,35
Uttar Pradesh,Muzaffarnagar,2025,4,308,137
Madhya Pradesh,Satna,2025,4,276,164
Andhra Pradesh,Kurnool,2025,4,194,43
Karnataka,Tumkur,2025,4,17,51
Gujarat,Jamnagar,2025,4,102,282
Himachal Pradesh,Bilaspur,2025,4,41,80
West Bengal,North 24 Parganas,2025,4,46,54
Karnataka,Belagavi,2025,4,22,14
Uttarakhand,Haridwar,2025,4,163,212
Telangana,Medchal-Malkajgiri,2025,4,52,99
Tamil Nadu,Kanniyakumari,2025,4,13,42
Tamil Nadu,Thoothukkudi,2025,4,28,37
Andhra Pradesh,Visakhapatnam,2025,4,534,111
Maharashtra,Ratnagiri,2025,4,13,21
West Bengal,Haora,2025,4,16,89
Kerala,Kozhikode,2025,4,103,82
Bihar,Saran,2025,4,180,308
Karnataka,Hassan,2025,4,66,48
Tamil Nadu,Kancheepuram,2025,4,81,167
Madhya Pradesh,Chhatarpur,2025,4,443,307
Odisha,Jagatsinghapur,2025,4,322,260
Jharkhand,Chatra,2025,4,791,779
West Bengal,Darjeeling,2025,4,47,120
Gujarat,Patan,2025,4,65,118
West Bengal,Purba Medinipur,2025,4,102,149
Telangana,Nizamabad,2025,4,61,39
West Bengal,Nadia,2025,4,106,177
Karnataka,Dakshina Kannada,2025,4,33,29
Odisha,Kendujhar,2025,4,151,237
Andhra Pradesh,Ananthapur,2025,4,192,23
Tamil Nadu,Kanniyakumari,2025,4,15,99
Manipur,Senapati,2025,4,63,128
Uttar Pradesh,Sultanpur,2025,4,216,167
Rajasthan,Sikar,2025,4,53,74
Chandigarh,Chandigarh,2025,4,30,10
Uttar Pradesh,Deoria,2025,4,301,222
Tamil Nadu,Nagapattinam,2025,4,32,32
Maharashtra,Sindhudurg,2025,4,11,17
Rajasthan,Jhunjhunun,2025,4,47,136
Tamil Nadu,Karur,2025,4,156,98
Bihar,Bhagalpur,2025,4,26,51
Tamil Nadu,Sivaganga,2025,4,14,25
Gujarat,Kheda,2025,4,47,33
Tamil Nadu,Krishnagiri,2025,4,21,21
Jammu And Kashmir,Reasi,2025,4,21,23
Bihar,Bhojpur,2025,4,22,26
Tamil Nadu,Nagapattinam,2025,4,10,17
Andhra Pradesh,Prakasam,2025,4,1523,375
Maharashtra,Thane,2025,4,133,290
Bihar,Darbhanga,2025,4,239,212
Madhya Pradesh,Anuppur,2025,4,690,513
Uttar Pradesh,Varanasi,2025,4,842,191
Madhya Pradesh,Katni,2025,4,242,487
Kerala,Palakkad,2025,4,43,58
Tamil Nadu,Erode,2025,4,66,126
Bihar,Saharsa,2025,4,370,668
Karnataka,Dharwad,2025,4,91,84
Andhra Pradesh,Visakhapatnam,2025,4,871,369
Bihar,Darbhanga,2025,4,520,555
Odisha,Nabarangapur,2025,4,1087,727
Bihar,Rohtas,2025,4,32,47
Rajasthan,Pali,2025,4,60,52
Tamil Nadu,Coimbatore,2025,4,73,220
Maharashtra,Mumbai,2025,4,22,82
Uttar Pradesh,Jaunpur,2025,4,65,51
Tamil Nadu,Pudukkottai,2025,4,67,126
Kerala,Thiruvananthapuram,2025,4,57,96
Gujarat,Kachchh,2025,4,186,170
West Bengal,Kolkata,2025,4,30,100
Tamil Nadu,The Nilgiris,2025,4,26,40
Tamil Nadu,Ramanathapuram,2025,4,38,72
Rajasthan,Ajmer,2025,4,45,72
Tamil Nadu,Krishnagiri,2025,4,111,84
Bihar,Patna,2025,4,46,30
Tamil Nadu,Tirunelveli,2025,4,12,26
Andhra Pradesh,Tirupati,2025,4,18,18
Karnataka,Dakshina Kannada,2025,4,18,14
Uttar Pradesh,Ghaziabad,2025,4,339,81
Kerala,Malappuram,2025,4,72,77
Maharashtra,Ratnagiri,2025,4,24,71
Odisha,Kalahandi,2025,4,226,326
Madhya Pradesh,Dindori,2025,4,1512,787
Andhra Pradesh,Guntur,2025,4,352,138
Bihar,West Champaran,2025,4,602,661
Karnataka,Mysuru,2025,4,94,88
Kerala,Kozhikode,2025,4,86,121
Madhya Pradesh,Chhindwara,2025,4,711,766
Karnataka,Ballari,2025,4,75,44
Karnataka,Haveri,2025,4,41,54
Karnataka,Dakshina Kannada,2025,4,53,36
Tamil Nadu,Kancheepuram,2025,4,104,198
Punjab,Sangrur,2025,4,207,224
Odisha,Koraput,2025,4,88,41
Uttar Pradesh,Sonbhadra,2025,4,659,313
Telangana,Warangal Rural,2025,4,17,29
Maharashtra,Latur,2025,4,132,970
Haryana,Panchkula,2025,4,281,324
Uttar Pradesh,Jalaun,2025,4,273,218
Uttar Pradesh,Shahjahanpur,2025,4,1630,346
Bihar,Rohtas,2025,4,136,109
West Bengal,Bankura,2025,4,149,287
Jharkhand,Dhanbad,2025,4,634,986
Odisha,Koraput,2025,4,156,122
Himachal Pradesh,Kangra,2025,4,16,20
West Bengal,Uttar Dinajpur,2025,4,10,30
Maharashtra,Ratnagiri,2025,4,15,56
Uttar Pradesh,Kaushambi,2025,4,575,132
Haryana,Charkhi Dadri,2025,4,10,14
Uttarakhand,Tehri Garhwal,2025,4,94,105
Telangana,Nalgonda,2025,4,173,104
Kerala,Pathanamthitta,2025,4,15,32
Karnataka,Bellary,2025,4,44,53
Andhra Pradesh,Ananthapur,2025,4,261,16
Gujarat,Arvalli,2025,4,35,36
Uttar Pradesh,Sant Ravidas Nagar,2025,4,90,63
Odisha,Baleswar,2025,4,34,27
Jammu And Kashmir,Kathua,2025,4,119,119
Uttar Pradesh,Sant Ravidas Nagar,2025,4,38,17
West Bengal,Kolkata,2025,4,39,146
Tamil Nadu,Salem,2025,4,31,60
West Bengal,Darjeeling,2025,4,16,45
Punjab,Mansa,2025,4,214,458
Kerala,Palakkad,2025,4,24,61
Maharashtra,Mumbai,2025,4,320,898
Rajasthan,Pali,2025,4,108,269
Himachal Pradesh,Sirmaur,2025,4,412,386
Kerala,Kottayam,2025,4,17,43
Kerala,Kozhikode,2025,4,176,219
Uttar Pradesh,Jaunpur,2025,4,346,196
Rajasthan,Udaipur,2025,4,166,246
Madhya Pradesh,Khargone,2025,4,257,249
West Bengal,Purba Medinipur,2025,4,157,134
West Bengal,Bankura,2025,4,61,63
Tamil Nadu,Thoothukkudi,2025,4,70,67
Bihar,Nalanda,2025,4,220,193
Kerala,Palakkad,2025,4,44,24
Andhra Pradesh,Srikakulam,2025,4,141,51
Haryana,Jind,2025,4,228,453
Tripura,Khowai,2025,4,368,58
Bihar,Buxar,2025,4,202,206
Tamil Nadu,Coimbatore,2025,4,248,134
Telangana,Mahabubnagar,2025,4,100,71
Tamil Nadu,Kanyakumari,2025,4,72,29
Maharashtra,Raigarh,2025,4,19,74
West Bengal,Kolkata,2025,4,17,73
Maharashtra,Chandrapur,2025,4,16,37
Kerala,Kasaragod,2025,4,26,19
Odisha,Mayurbhanj,2025,4,49,79
Jammu And Kashmir,Rajouri,2025,4,81,269
West Bengal,Nadia,2025,4,35,34
Bihar,Madhubani,2025,4,54,52
West Bengal,North 24 Parganas,2025,4,36,71
Jharkhand,Purbi Singhbhum,2025,4,21,81
West Bengal,Dakshin Dinajpur,2025,4,195,32
Assam,Karimganj,2025,4,143,41
Assam,Karimganj,2025,4,68,18
Assam,Nalbari,2025,4,231,36
Bihar,Purnia,2025,4,879,824
Gujarat,Vadodara,2025,4,212,417
Tamil Nadu,Viluppuram,2025,4,52,56
Madhya Pradesh,Indore,2025,4,764,675
Andhra Pradesh,Kurnool,2025,4,102,20
Uttar Pradesh,Baghpat,2025,4,296,179
Uttar Pradesh,Bara Banki,2025,4,157,88
Haryana,Panchkula,2025,4,339,382
Karnataka,Bengaluru,2025,4,179,234
Bihar,Nawada,2025,4,594,451
Karnataka,Chamrajanagar,2025,4,188,197
Uttar Pradesh,Mainpuri,2025,4,208,159
Andhra Pradesh,Anantapur,2025,4,65,29
Kerala,Thiruvananthapuram,2025,4,62,139
Kerala,Kollam,2025,4,87,109
Uttar Pradesh,Kannauj,2025,4,926,393
West Bengal,South Twenty Four Parganas,2025,4,56,221
Odisha,Cuttack,2025,4,28,80
Rajasthan,Dungarpur,2025,4,93,176
Karnataka,Chitradurga,2025,4,314,290
Karnataka,Bijapur,2025,4,47,53
Maharashtra,Mumbai City,2025,4,367,280
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,4,20,208
Andhra Pradesh,Nizamabad,2025,4,32,46
Gujarat,Vadodara,2025,4,45,74
Telangana,Mahabubnagar,2025,4,107,400
Odisha,Jajapur,2025,4,247,256
Maharashtra,Raigarh,2025,4,130,201
West Bengal,Jalpaiguri,2025,4,10,10
Telangana,Rajanna Sircilla,2025,4,66,84
Rajasthan,Sawai Madhopur,2025,4,259,215
Tripura,Dhalai,2025,4,551,218
Rajasthan,Jodhpur,2025,4,32,67
Jammu And Kashmir,Samba,2025,4,71,74
Kerala,Kottayam,2025,4,14,32
West Bengal,Darjeeling,2025,4,11,30
Maharashtra,Satara,2025,4,10,31
West Bengal,Jalpaiguri,2025,4,26,83
Manipur,Jiribam,2025,4,11,34
Assam,Dhemaji,2025,4,107,45
West Bengal,Barddhaman,2025,4,31,29
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,4,23,24
Madhya Pradesh,Rewa,2025,4,1176,664
Karnataka,Belgaum,2025,4,11,32
Maharashtra,Jalgaon,2025,4,170,437
Rajasthan,Tonk,2025,4,43,67
Andhra Pradesh,West Godavari,2025,4,418,86
Tamil Nadu,Madurai,2025,4,47,52
Rajasthan,Jhunjhunun,2025,4,52,127
Maharashtra,Ahmadnagar,2025,4,100,253
Gujarat,Vadodara,2025,4,212,271
Andhra Pradesh,Vizianagaram,2025,4,184,29
Gujarat,Ahmedabad,2025,4,45,39
Madhya Pradesh,Damoh,2025,4,502,317
Tamil Nadu,Tiruppur,2025,4,21,27
Maharashtra,Buldhana,2025,4,514,748
Uttar Pradesh,Mau,2025,4,128,84
Bihar,Nalanda,2025,4,295,312
Andhra Pradesh,Khammam,2025,4,26,61
Jharkhand,Deoghar,2025,4,40,47
Uttarakhand,Pauri Garhwal,2025,4,55,67
Tamil Nadu,Ramanathapuram,2025,4,79,221
Maharashtra,Solapur,2025,4,75,214
Telangana,Warangal,2025,4,43,15
Maharashtra,Palghar,2025,4,17,25
Andhra Pradesh,Krishna,2025,4,72,23
Karnataka,Tumkur,2025,4,21,76
Rajasthan,Barmer,2025,4,114,199
Bihar,Siwan,2025,4,102,116
West Bengal,Bankura,2025,4,40,70
Gujarat,Anand,2025,4,22,34
Kerala,Palakkad,2025,4,46,65
Andhra Pradesh,Visakhapatnam,2025,4,512,87
Odisha,Ganjam,2025,4,36,61
Punjab,Sangrur,2025,4,46,41
Himachal Pradesh,Shimla,2025,4,17,10
Meghalaya,Ri Bhoi,2025,4,14,40
Jammu And Kashmir,Doda,2025,4,114,163
Karnataka,Shimoga,2025,4,11,16
Rajasthan,Sirohi,2025,4,37,62
Andhra Pradesh,N. T. R,2025,4,13,29
Andhra Pradesh,West Godavari,2025,4,102,33
Punjab,Ferozepur,2025,4,71,147
Madhya Pradesh,Rewa,2025,4,364,188
Andhra Pradesh,Annamayya,2025,4,107,39
Andhra Pradesh,Vizianagaram,2025,4,624,85
Gujarat,Ahmedabad,2025,4,351,326
Bihar,Siwan,2025,4,888,856
Kerala,Thrissur,2025,4,95,53
Maharashtra,Chandrapur,2025,4,84,406
Delhi,West Delhi,2025,4,135,186
Uttar Pradesh,Hardoi,2025,4,993,229
Kerala,Thrissur,2025,4,69,125
Haryana,Rohtak,2025,4,164,334
Bihar,Jehanabad,2025,4,131,80
Karnataka,Belagavi,2025,4,73,50
Uttar Pradesh,Farrukhabad,2025,4,178,106
Gujarat,Anand,2025,4,95,92
Odisha,Bargarh,2025,4,80,99
Telangana,Wanaparthy,2025,4,20,68
Bihar,Purnia,2025,4,379,266
Bihar,Sheohar,2025,4,91,202
Andhra Pradesh,Visakhapatnam,2025,4,236,53
Maharashtra,Kolhapur,2025,4,154,89
Tamil Nadu,Villupuram,2025,4,86,29
Tamil Nadu,Ariyalur,2025,4,124,71
Rajasthan,Pali,2025,4,49,115
Karnataka,Uttara Kannada,2025,4,12,14
Bihar,Jehanabad,2025,4,63,113
Orissa,Cuttack,2025,4,10,55
Tamil Nadu,Chennai,2025,4,77,125
Tamil Nadu,Tiruppur,2025,4,49,100
Kerala,Thrissur,2025,4,15,43
Maharashtra,Mumbai City,2025,4,54,63
Tamil Nadu,Tiruvannamalai,2025,4,201,204
Kerala,Pathanamthitta,2025,4,30,24
Uttar Pradesh,Ambedkar Nagar,2025,4,27,24
Gujarat,Surat,2025,4,24,13
Gujarat,Arvalli,2025,4,37,41
Assam,Chirang,2025,4,493,79
Himachal Pradesh,Shimla,2025,4,38,82
Bihar,Gopalganj,2025,4,422,320
Tamil Nadu,Tiruchirappalli,2025,4,36,149
Andhra Pradesh,Nellore,2025,4,409,112
Madhya Pradesh,Neemuch,2025,4,403,165
Uttarakhand,Haridwar,2025,4,1013,886
Rajasthan,Jalor,2025,4,149,351
Rajasthan,Sawai Madhopur,2025,4,182,294
Rajasthan,Pali,2025,4,94,157
Rajasthan,Pratapgarh,2025,4,214,256
Uttar Pradesh,Moradabad,2025,4,1141,507
Karnataka,Bijapur,2025,4,32,42
Odisha,Baleswar,2025,4,97,142
Odisha,Kendujhar,2025,4,367,434
Maharashtra,Gadchiroli,2025,4,148,493
Karnataka,Ballari,2025,4,156,78
Maharashtra,Chandrapur,2025,4,120,254
Gujarat,Surat,2025,4,212,267
Maharashtra,Kolhapur,2025,4,471,299
Odisha,Balangir,2025,4,220,199
Uttar Pradesh,Amroha,2025,4,1300,207
Karnataka,Chitradurga,2025,4,76,99
Chhattisgarh,Bemetara,2025,4,79,318
Uttar Pradesh,Sant Kabir Nagar,2025,4,328,179
Andhra Pradesh,Chittoor,2025,4,249,73
Jharkhand,East Singhbhum,2025,4,1284,725
Maharashtra,Mumbai,2025,4,76,172
Maharashtra,Mumbai,2025,4,129,365
Karnataka,Chitradurga,2025,4,38,60
Maharashtra,Solapur,2025,4,93,133
Gujarat,Ahmedabad,2025,4,102,81
Tamil Nadu,Perambalur,2025,4,48,20
Uttar Pradesh,Agra,2025,4,485,151
Karnataka,Bangalore,2025,4,19,89
Odisha,Sundergarh,2025,4,37,17
Tamil Nadu,Tiruvannamalai,2025,4,13,11
Maharashtra,Palghar,2025,4,33,39
Tamil Nadu,Coimbatore,2025,4,50,122
Tamil Nadu,Karur,2025,4,25,25
Uttar Pradesh,Bahraich,2025,4,1227,464
Maharashtra,Sangli,2025,4,70,150
Andhra Pradesh,Cuddapah,2025,4,140,53
Andhra Pradesh,Chittoor,2025,4,361,118
Karnataka,Gulbarga,2025,4,58,105
Telangana,K.V. Rangareddy,2025,4,163,372
Madhya Pradesh,Rewa,2025,4,730,361
Maharashtra,Kolhapur,2025,4,209,311
Punjab,Bathinda,2025,4,52,109
Karnataka,Tumkur,2025,4,29,55
Rajasthan,Jhalawar,2025,4,188,274
Maharashtra,Beed,2025,4,469,1191
Telangana,Nizamabad,2025,4,62,52
Karnataka,Gadag,2025,4,70,53
Odisha,Jajpur,2025,4,52,80
Tamil Nadu,Villupuram,2025,4,80,48
Andhra Pradesh,East Godavari,2025,4,415,103
Jharkhand,Dhanbad,2025,4,238,240
West Bengal,Malda,2025,4,30,43
Kerala,Kannur,2025,4,100,99
Andhra Pradesh,Prakasam,2025,4,72,23
Delhi,South West Delhi,2025,4,191,213
Odisha,Malkangiri,2025,4,859,632
Punjab,Shaheed Bhagat Singh Nagar,2025,4,14,26
Maharashtra,Palghar,2025,4,16,21
Maharashtra,Solapur,2025,4,68,105
Jammu And Kashmir,Samba,2025,4,59,95
Tamil Nadu,Krishnagiri,2025,4,145,97
Gujarat,Vadodara,2025,4,39,38
Karnataka,Bijapur,2025,4,32,53
Kerala,Kottayam,2025,4,13,12
Andaman And Nicobar Islands,South Andaman,2025,4,12,12
Tamil Nadu,Tirunelveli,2025,4,20,75
Meghalaya,East Khasi Hills,2025,4,28,76
Maharashtra,Osmanabad,2025,4,546,548
Gujarat,Junagadh,2025,4,100,345
Rajasthan,Sawai Madhopur,2025,4,51,86
Chhattisgarh,Bastar,2025,4,213,1223
Rajasthan,Bikaner,2025,4,101,152
Tamil Nadu,Madurai,2025,4,351,270
Uttar Pradesh,Mahoba,2025,4,304,136
Ladakh,Leh,2025,4,30,71
Bihar,Saharsa,2025,4,1038,1333
Punjab,Kapurthala,2025,4,497,965
Tamil Nadu,Erode,2025,4,108,147
Rajasthan,Baran,2025,4,188,417
Kerala,Idukki,2025,4,44,15
Kerala,Alappuzha,2025,4,39,70
Jharkhand,Hazaribagh,2025,4,751,841
Telangana,Mahabubnagar,2025,4,108,66
Uttar Pradesh,Aligarh,2025,4,597,189
Punjab,Ludhiana,2025,4,56,75
Uttar Pradesh,Saharanpur,2025,4,449,279
Tamil Nadu,Nagapattinam,2025,4,104,117
Jharkhand,Seraikela-Kharsawan,2025,4,218,555
Kerala,Kottayam,2025,4,33,59
Tamil Nadu,Tiruvallur,2025,4,40,83
Himachal Pradesh,Kangra,2025,4,27,13
Karnataka,Dakshina Kannada,2025,4,33,28
Bihar,Rohtas,2025,4,63,113
Punjab,Moga,2025,4,53,76
Karnataka,Belgaum,2025,4,30,35
Telangana,Warangal,2025,4,38,30
Tamil Nadu,Sivaganga,2025,4,63,72
Tamil Nadu,Dindigul,2025,4,66,111
Jharkhand,Godda,2025,4,50,32
Assam,Cachar,2025,4,151,22
Karnataka,Bengaluru,2025,4,514,512
Kerala,Thrissur,2025,4,14,29
Jharkhand,Simdega,2025,4,356,503
Karnataka,Mysuru,2025,4,59,28
Uttarakhand,Tehri Garhwal,2025,4,94,159
Punjab,Fatehgarh Sahib,2025,4,407,581
Andhra Pradesh,Nellore,2025,4,1169,255
Gujarat,Bhavnagar,2025,4,277,707
Odisha,Kandhamal,2025,4,30,45
Bihar,Vaishali,2025,4,298,363
Tamil Nadu,The Nilgiris,2025,4,123,175
Tamil Nadu,Tiruppur,2025,4,36,65
Uttar Pradesh,Agra,2025,4,735,403
Karnataka,Kalaburagi,2025,4,225,189
Uttar Pradesh,Bara Banki,2025,4,251,85
Telangana,Warangal,2025,4,54,33
Karnataka,Gulbarga,2025,4,50,84
Chhattisgarh,Mungeli,2025,4,544,2600
West Bengal,South 24 Parganas,2025,4,332,261
West Bengal,Howrah,2025,4,70,191
Maharashtra,Ahmadnagar,2025,4,91,112
Tamil Nadu,Tiruvallur,2025,4,41,90
Telangana,Peddapalli,2025,4,24,134
Himachal Pradesh,Kangra,2025,4,29,25
Kerala,Ernakulam,2025,4,53,126
Odisha,Gajapati,2025,4,93,95
Tamil Nadu,Salem,2025,4,465,132
Andhra Pradesh,East Godavari,2025,4,105,32
Orissa,Bargarh,2025,4,13,27
Uttar Pradesh,Meerut,2025,4,178,133
Madhya Pradesh,Mandsaur,2025,4,129,149
Tamil Nadu,Kancheepuram,2025,4,83,176
Andhra Pradesh,Parvathipuram Manyam,2025,4,25,27
Maharashtra,Nashik,2025,4,129,358
Maharashtra,Ahmadnagar,2025,4,112,182
Telangana,Adilabad,2025,4,31,34
Andhra Pradesh,Kurnool,2025,4,502,98
Andhra Pradesh,Prakasam,2025,4,695,213
Maharashtra,Raigarh,2025,4,32,107
Telangana,Warangal,2025,4,242,179
Maharashtra,Mumbai Suburban,2025,4,357,220
Chhattisgarh,Dhamtari,2025,4,22,129
Kerala,Kozhikode,2025,4,61,68
Karnataka,Haveri,2025,4,108,144
Chhattisgarh,Koriya,2025,4,69,694
Madhya Pradesh,Narsinghpur,2025,4,165,108
Himachal Pradesh,Kullu,2025,4,175,135
Andhra Pradesh,Anantapur,2025,4,12,30
Telangana,Khammam,2025,4,50,38
Andhra Pradesh,West Godavari,2025,4,99,24
Uttar Pradesh,Gonda,2025,4,628,303
Karnataka,Bengaluru,2025,4,94,56
Chhattisgarh,Uttar Bastar Kanker,2025,4,24,93
Manipur,Thoubal,2025,4,239,101
Tamil Nadu,Nagapattinam,2025,4,19,38
Uttarakhand,Almora,2025,4,10,12
Tamil Nadu,Tirunelveli,2025,4,55,255
Uttarakhand,Chamoli,2025,4,24,34
Andhra Pradesh,Nandyal,2025,4,13,14
Uttar Pradesh,Ayodhya,2025,4,16,12
Tamil Nadu,Tirunelveli,2025,4,65,113
Andhra Pradesh,Hyderabad,2025,4,55,264
Rajasthan,Bhilwara,2025,4,104,137
Andhra Pradesh,Krishna,2025,4,1155,474
West Bengal,Malda,2025,4,238,280
West Bengal,Birbhum,2025,4,87,168
Telangana,K.V. Rangareddy,2025,4,46,128
Maharashtra,Mumbai,2025,4,94,340
Karnataka,Bellary,2025,4,95,127
Karnataka,Davangere,2025,4,56,51
Odisha,Rayagada,2025,4,326,268
Maharashtra,Satara,2025,4,41,55
Gujarat,Mahisagar,2025,4,199,192
Odisha,Kendrapara,2025,4,68,57
Maharashtra,Solapur,2025,4,382,771
Karnataka,Uttara Kannada,2025,4,16,10
Karnataka,Shimoga,2025,4,10,28
Uttar Pradesh,Rae Bareli,2025,4,570,163
Odisha,Kendujhar,2025,4,80,101
Gujarat,Rajkot,2025,4,34,28
Tamil Nadu,Dindigul,2025,4,88,184
Karnataka,Kolar,2025,4,71,72
Andhra Pradesh,Hyderabad,2025,4,66,284
Maharashtra,Palghar,2025,4,266,328
Haryana,Karnal,2025,4,106,227
Punjab,Ludhiana,2025,4,32,46
Maharashtra,Jalgaon,2025,4,209,500
Karnataka,Kalaburagi,2025,4,39,30
Karnataka,Mandya,2025,4,89,173
Uttar Pradesh,Budaun,2025,4,383,132
Madhya Pradesh,Ratlam,2025,4,291,346
West Bengal,Malda,2025,4,224,496
Karnataka,Bagalkot,2025,4,136,144
Karnataka,Davangere,2025,4,195,298
Andhra Pradesh,Medak,2025,4,11,21
Karnataka,Dakshina Kannada,2025,4,51,31
Maharashtra,Aurangabad,2025,4,151,237
Haryana,Ambala,2025,4,36,72
Gujarat,Ahmedabad,2025,4,25,40
Maharashtra,Ahmadnagar,2025,4,118,201
Rajasthan,Dausa,2025,4,104,147
Orissa,Balangir,2025,4,25,45
Madhya Pradesh,Jabalpur,2025,4,142,206
Maharashtra,Pune,2025,4,130,117
Jharkhand,West Singhbhum,2025,4,451,416
Arunachal Pradesh,Longding,2025,4,227,111
Uttar Pradesh,Azamgarh,2025,4,183,157
Maharashtra,Ratnagiri,2025,4,11,27
Rajasthan,Ajmer,2025,4,30,38
Karnataka,Belgaum,2025,4,33,58
Meghalaya,East Khasi Hills,2025,4,87,203
Kerala,Palakkad,2025,4,19,19
Assam,Sonitpur,2025,4,16,11
Delhi,North West Delhi,2025,4,1071,1831
Madhya Pradesh,Gwalior,2025,4,2159,1135
Maharashtra,Parbhani,2025,4,625,915
Maharashtra,Satara,2025,4,178,415
Karnataka,Gulbarga,2025,4,35,82
Bihar,Nawada,2025,4,491,477
Haryana,Gurgaon,2025,4,320,294
Karnataka,Vijayapura,2025,4,50,46
Rajasthan,Jaisalmer,2025,4,80,124
Jammu And Kashmir,Reasi,2025,4,263,452
Tamil Nadu,Villupuram,2025,4,53,35
Jharkhand,Dumka,2025,4,328,339
Odisha,Baleswar,2025,4,97,125
Maharashtra,Gadchiroli,2025,4,73,305
Bihar,East Champaran,2025,4,354,391
Bihar,Buxar,2025,4,224,222
West Bengal,Jalpaiguri,2025,4,35,97
Rajasthan,Jaipur,2025,4,281,517
Odisha,Baleswar,2025,4,140,109
Gujarat,Rajkot,2025,4,67,208
Andhra Pradesh,Ananthapur,2025,4,110,23
West Bengal,Cooch Behar,2025,4,40,106
Uttar Pradesh,Barabanki,2025,4,28,184
